full_text,cleaning,case_folding,tokenize,filtering/stopword removal,steaming_data
IISMA! awardees yang keterima taun inii boleh tau nggaa kalian di essay no 2 sebutin semua uni atau enggaa?,IISMA awardees yang keterima taun inii boleh tau nggaa kalian di essay no  sebutin semua uni atau enggaa,iisma awardees yang keterima taun inii boleh tau nggaa kalian di essay no  sebutin semua uni atau enggaa,"['iisma', 'awardees', 'yang', 'keterima', 'taun', 'inii', 'boleh', 'tau', 'nggaa', 'kalian', 'di', 'essay', 'no', 'sebutin', 'semua', 'uni', 'atau', 'enggaa']","['iisma', 'awardees', 'keterima', 'taun', 'inii', 'tau', 'nggaa', 'essay', 'no', 'sebutin', 'uni', 'enggaa']",iisma awardees terima taun ini tau nggaa essay no sebutin uni enggaa
@hannncill banyak org cuy trnyata,hannncill banyak org cuy trnyata,hannncill banyak org cuy trnyata,"['hannncill', 'banyak', 'org', 'cuy', 'trnyata']","['hannncill', 'org', 'cuy', 'trnyata']",hannncill org cuy trnyata
wajah gw emg bkn wajah2 iisma bjirrrr,wajah gw emg bkn wajah iisma bjirrrr,wajah gw emg bkn wajah iisma bjirrrr,"['wajah', 'gw', 'emg', 'bkn', 'wajah', 'iisma', 'bjirrrr']","['wajah', 'gw', 'emg', 'bkn', 'wajah', 'iisma', 'bjirrrr']",wajah gw emg bkn wajah iisma bjirrrr
happy easter !! ga ikutan mencari telur tadi di gereja soalnya mengungsi ke ruang dancer buat zoom first gathering iisma region 5 but it s okay i got croffles https://t.co/gQHfFCAAyZ,happy easter  ga ikutan mencari telur tadi di gereja soalnya mengungsi ke ruang dancer buat zoom first gathering iisma region  but it s okay i got croffles ,happy easter  ga ikutan mencari telur tadi di gereja soalnya mengungsi ke ruang dancer buat zoom first gathering iisma region  but it s okay i got croffles ,"['happy', 'easter', 'ga', 'ikutan', 'mencari', 'telur', 'tadi', 'di', 'gereja', 'soalnya', 'mengungsi', 'ke', 'ruang', 'dancer', 'buat', 'zoom', 'first', 'gathering', 'iisma', 'region', 'but', 'it', 's', 'okay', 'i', 'got', 'croffles']","['happy', 'easter', 'ga', 'ikutan', 'mencari', 'telur', 'gereja', 'mengungsi', 'ruang', 'dancer', 'zoom', 'first', 'gathering', 'iisma', 'region', 'but', 'it', 's', 'okay', 'i', 'got', 'croffles']",happy easter ga ikut cari telur gereja ungsi ruang dancer zoom first gathering iisma region but it s okay i got croffles
Jasa Beli/Bayar/co/ check out/purchase/pay/order tes Duolingo English Test (DET) (6172) Pembayaran Duolingo english test payment Semangat pejuang iisma ict lpdp dan yang pengen kuliah di luar negeri 2024 Sini nona https://t.co/hrk0u6j8ns,Jasa BeliBayarco check outpurchasepayorder tes Duolingo English Test DET  Pembayaran Duolingo english test payment Semangat pejuang iisma ict lpdp dan yang pengen kuliah di luar negeri  Sini nona ,jasa belibayarco check outpurchasepayorder tes duolingo english test det  pembayaran duolingo english test payment semangat pejuang iisma ict lpdp dan yang pengen kuliah di luar negeri  sini nona ,"['jasa', 'belibayarco', 'check', 'outpurchasepayorder', 'tes', 'duolingo', 'english', 'test', 'det', 'pembayaran', 'duolingo', 'english', 'test', 'payment', 'semangat', 'pejuang', 'iisma', 'ict', 'lpdp', 'dan', 'yang', 'pengen', 'kuliah', 'di', 'luar', 'negeri', 'sini', 'nona']","['jasa', 'belibayarco', 'check', 'outpurchasepayorder', 'tes', 'duolingo', 'english', 'test', 'det', 'pembayaran', 'duolingo', 'english', 'test', 'payment', 'semangat', 'pejuang', 'iisma', 'ict', 'lpdp', 'pengen', 'kuliah', 'negeri', 'nona']",jasa belibayarco check outpurchasepayorder tes duolingo english test det bayar duolingo english test payment semangat juang iisma ict lpdp ken kuliah negeri nona
brain rot men cm KAPAN YA BS EKSEKUSINYA cm mrk sangat sangat bocah iisma dan kakak ppi hehe,brain rot men cm KAPAN YA BS EKSEKUSINYA cm mrk sangat sangat bocah iisma dan kakak ppi hehe,brain rot men cm kapan ya bs eksekusinya cm mrk sangat sangat bocah iisma dan kakak ppi hehe,"['brain', 'rot', 'men', 'cm', 'kapan', 'ya', 'bs', 'eksekusinya', 'cm', 'mrk', 'sangat', 'sangat', 'bocah', 'iisma', 'dan', 'kakak', 'ppi', 'hehe']","['brain', 'rot', 'men', 'cm', 'ya', 'bs', 'eksekusinya', 'cm', 'mrk', 'bocah', 'iisma', 'kakak', 'ppi', 'hehe']",brain rot men cm ya bs eksekusi cm mrk bocah iisma kakak ppi hehe
anjir 2 bocah iisma ft kk syot ketua ppi di sana https://t.co/V8lnUkJjGQ,anjir  bocah iisma ft kk syot ketua ppi di sana ,anjir  bocah iisma ft kk syot ketua ppi di sana ,"['anjir', 'bocah', 'iisma', 'ft', 'kk', 'syot', 'ketua', 'ppi', 'di', 'sana']","['anjir', 'bocah', 'iisma', 'ft', 'kk', 'syot', 'ketua', 'ppi']",anjir bocah iisma ft kk syot ketua ppi
whatever you said nder. tapi rejeki itu gaakan ketuker serius deh. untuk yang lolos iisma lewat jalur yang aneh aneh may Allah guide you to be better. untuk yang belum rejeki iisma pasti Allah siapin rejeki yang lebih baik! ,whatever you said nder tapi rejeki itu gaakan ketuker serius deh untuk yang lolos iisma lewat jalur yang aneh aneh may Allah guide you to be better untuk yang belum rejeki iisma pasti Allah siapin rejeki yang lebih baik ,whatever you said nder tapi rejeki itu gaakan ketuker serius deh untuk yang lolos iisma lewat jalur yang aneh aneh may allah guide you to be better untuk yang belum rejeki iisma pasti allah siapin rejeki yang lebih baik ,"['whatever', 'you', 'said', 'nder', 'tapi', 'rejeki', 'itu', 'gaakan', 'ketuker', 'serius', 'deh', 'untuk', 'yang', 'lolos', 'iisma', 'lewat', 'jalur', 'yang', 'aneh', 'aneh', 'may', 'allah', 'guide', 'you', 'to', 'be', 'better', 'untuk', 'yang', 'belum', 'rejeki', 'iisma', 'pasti', 'allah', 'siapin', 'rejeki', 'yang', 'lebih', 'baik']","['whatever', 'you', 'said', 'nder', 'rejeki', 'gaakan', 'ketuker', 'serius', 'deh', 'lolos', 'iisma', 'jalur', 'aneh', 'aneh', 'may', 'allah', 'guide', 'you', 'to', 'be', 'better', 'rejeki', 'iisma', 'allah', 'siapin', 'rejeki']",whatever you said nder rejeki gaakan ketuker serius deh lolos iisma jalur aneh aneh may allah guide you to be better rejeki iisma allah siapin rejeki
@ustadchen Semoga aku lolos iisma di aussie!,ustadchen Semoga aku lolos iisma di aussie,ustadchen semoga aku lolos iisma di aussie,"['ustadchen', 'semoga', 'aku', 'lolos', 'iisma', 'di', 'aussie']","['ustadchen', 'semoga', 'lolos', 'iisma', 'aussie']",ustadchen moga lolos iisma aussie
@SAASH1MI makasih ya iisma awardee ,SAASHMI makasih ya iisma awardee ,saashmi makasih ya iisma awardee ,"['saashmi', 'makasih', 'ya', 'iisma', 'awardee']","['saashmi', 'makasih', 'ya', 'iisma', 'awardee']",saashmi makasih ya iisma awardee
@mitchyuvly Cantik bangett,mitchyuvly Cantik bangett,mitchyuvly cantik bangett,"['mitchyuvly', 'cantik', 'bangett']","['mitchyuvly', 'cantik', 'bangett']",mitchyuvly cantik bangett
oh astaga gua juga jadi makin pengen daftar iisma tahun dpn? amin,oh astaga gua juga jadi makin pengen daftar iisma tahun dpn amin,oh astaga gua juga jadi makin pengen daftar iisma tahun dpn amin,"['oh', 'astaga', 'gua', 'juga', 'jadi', 'makin', 'pengen', 'daftar', 'iisma', 'tahun', 'dpn', 'amin']","['oh', 'astaga', 'gua', 'pengen', 'daftar', 'iisma', 'dpn', 'amin']",oh astaga gua ken daftar iisma dpn amin
@scallistara kamu tinggal kasih liat aja proof keterimamu di web iisma atau apa gituu di apk m paspor kalo pilih buat study abroad itu harus ada alamat tinggal kamu disana kan (asrama misal) nah karena kamu blm tau bakal tinggal dimana kamu bisa blg ke bapaknya alasan kamu milih reguler tu,scallistara kamu tinggal kasih liat aja proof keterimamu di web iisma atau apa gituu di apk m paspor kalo pilih buat study abroad itu harus ada alamat tinggal kamu disana kan asrama misal nah karena kamu blm tau bakal tinggal dimana kamu bisa blg ke bapaknya alasan kamu milih reguler tu,scallistara kamu tinggal kasih liat aja proof keterimamu di web iisma atau apa gituu di apk m paspor kalo pilih buat study abroad itu harus ada alamat tinggal kamu disana kan asrama misal nah karena kamu blm tau bakal tinggal dimana kamu bisa blg ke bapaknya alasan kamu milih reguler tu,"['scallistara', 'kamu', 'tinggal', 'kasih', 'liat', 'aja', 'proof', 'keterimamu', 'di', 'web', 'iisma', 'atau', 'apa', 'gituu', 'di', 'apk', 'm', 'paspor', 'kalo', 'pilih', 'buat', 'study', 'abroad', 'itu', 'harus', 'ada', 'alamat', 'tinggal', 'kamu', 'disana', 'kan', 'asrama', 'misal', 'nah', 'karena', 'kamu', 'blm', 'tau', 'bakal', 'tinggal', 'dimana', 'kamu', 'bisa', 'blg', 'ke', 'bapaknya', 'alasan', 'kamu', 'milih', 'reguler', 'tu']","['scallistara', 'tinggal', 'kasih', 'liat', 'aja', 'proof', 'keterimamu', 'web', 'iisma', 'gituu', 'apk', 'm', 'paspor', 'kalo', 'pilih', 'study', 'abroad', 'alamat', 'tinggal', 'disana', 'asrama', 'blm', 'tau', 'tinggal', 'dimana', 'blg', 'bapaknya', 'alasan', 'milih', 'reguler', 'tu']",scallistara tinggal kasih liat aja proof terima web iisma gituu apk m paspor kalo pilih study abroad alamat tinggal sana asrama blm tau tinggal mana blg bapak alas milih reguler tu
@wonluckbag anak iisma jatuh cinta dengan mas2 racing,wonluckbag anak iisma jatuh cinta dengan mas racing,wonluckbag anak iisma jatuh cinta dengan mas racing,"['wonluckbag', 'anak', 'iisma', 'jatuh', 'cinta', 'dengan', 'mas', 'racing']","['wonluckbag', 'anak', 'iisma', 'jatuh', 'cinta', 'mas', 'racing']",wonluckbag anak iisma jatuh cinta mas racing
@vernonkemang @tang__kira tadi nonton sama mama ini aju nice sampe saur ya kalian? ,vernonkemang tangkira tadi nonton sama mama ini aju nice sampe saur ya kalian ,vernonkemang tangkira tadi nonton sama mama ini aju nice sampe saur ya kalian ,"['vernonkemang', 'tangkira', 'tadi', 'nonton', 'sama', 'mama', 'ini', 'aju', 'nice', 'sampe', 'saur', 'ya', 'kalian']","['vernonkemang', 'tangkira', 'nonton', 'mama', 'aju', 'nice', 'sampe', 'saur', 'ya']",vernonkemang tangkira nonton mama aju nice sampe saur ya
@IISMAfess aku personally ttd kontrak bersyarat jd bs dipause selama iisma &amp; lanjut lg setelah balik. coba ajaa carii,IISMAfess aku personally ttd kontrak bersyarat jd bs dipause selama iisma amp lanjut lg setelah balik coba ajaa carii,iismafess aku personally ttd kontrak bersyarat jd bs dipause selama iisma amp lanjut lg setelah balik coba ajaa carii,"['iismafess', 'aku', 'personally', 'ttd', 'kontrak', 'bersyarat', 'jd', 'bs', 'dipause', 'selama', 'iisma', 'amp', 'lanjut', 'lg', 'setelah', 'balik', 'coba', 'ajaa', 'carii']","['iismafess', 'personally', 'ttd', 'kontrak', 'bersyarat', 'jd', 'bs', 'dipause', 'iisma', 'amp', 'lg', 'coba', 'ajaa', 'carii']",iismafess personally ttd kontrak syarat jd bs pause iisma amp lg coba ajaa cari
@ustadchen Taun depan aku jdi awardee iisma,ustadchen Taun depan aku jdi awardee iisma,ustadchen taun depan aku jdi awardee iisma,"['ustadchen', 'taun', 'depan', 'aku', 'jdi', 'awardee', 'iisma']","['ustadchen', 'taun', 'jdi', 'awardee', 'iisma']",ustadchen taun jdi awardee iisma
@amamiyaws AKU JUGA PMM AWALNYA tapi tiba2 pengen iisma ajh akan ku pikirkan lagih,amamiyaws AKU JUGA PMM AWALNYA tapi tiba pengen iisma ajh akan ku pikirkan lagih,amamiyaws aku juga pmm awalnya tapi tiba pengen iisma ajh akan ku pikirkan lagih,"['amamiyaws', 'aku', 'juga', 'pmm', 'awalnya', 'tapi', 'tiba', 'pengen', 'iisma', 'ajh', 'akan', 'ku', 'pikirkan', 'lagih']","['amamiyaws', 'pmm', 'pengen', 'iisma', 'ajh', 'ku', 'pikirkan', 'lagih']",amamiyaws pmm ken iisma ajh ku pikir lagih
ada banyak tp itu semua umum banget. yang spesifik: 1. lolos IISMA 2025 ke JEPANG HARUS JEPANG MAU CARI GOJO SATORU 🇯🇵 2. motor YAMAHA GRAND FILANO ya alloh motor suzuki shogun ku dah sering masuk bengkel 3. bisa hasilin uang yang lumayan dari hobi,ada banyak tp itu semua umum banget yang spesifik  lolos IISMA  ke JEPANG HARUS JEPANG MAU CARI GOJO SATORU   motor YAMAHA GRAND FILANO ya alloh motor suzuki shogun ku dah sering masuk bengkel  bisa hasilin uang yang lumayan dari hobi,ada banyak tp itu semua umum banget yang spesifik  lolos iisma  ke jepang harus jepang mau cari gojo satoru   motor yamaha grand filano ya alloh motor suzuki shogun ku dah sering masuk bengkel  bisa hasilin uang yang lumayan dari hobi,"['ada', 'banyak', 'tp', 'itu', 'semua', 'umum', 'banget', 'yang', 'spesifik', 'lolos', 'iisma', 'ke', 'jepang', 'harus', 'jepang', 'mau', 'cari', 'gojo', 'satoru', 'motor', 'yamaha', 'grand', 'filano', 'ya', 'alloh', 'motor', 'suzuki', 'shogun', 'ku', 'dah', 'sering', 'masuk', 'bengkel', 'bisa', 'hasilin', 'uang', 'yang', 'lumayan', 'dari', 'hobi']","['tp', 'banget', 'spesifik', 'lolos', 'iisma', 'jepang', 'jepang', 'cari', 'gojo', 'satoru', 'motor', 'yamaha', 'grand', 'filano', 'ya', 'alloh', 'motor', 'suzuki', 'shogun', 'ku', 'dah', 'masuk', 'bengkel', 'hasilin', 'uang', 'lumayan', 'hobi']",tp banget spesifik lolos iisma jepang jepang cari gojo satoru motor yamaha grand filano ya alloh motor suzuki shogun ku dah masuk bengkel hasilin uang lumayan hobi
@amamiyaws pmm atau iisma sal enaknya,amamiyaws pmm atau iisma sal enaknya,amamiyaws pmm atau iisma sal enaknya,"['amamiyaws', 'pmm', 'atau', 'iisma', 'sal', 'enaknya']","['amamiyaws', 'pmm', 'iisma', 'sal', 'enaknya']",amamiyaws pmm iisma sal enak
@DraftAnakUnpad aku bisa,DraftAnakUnpad aku bisa,draftanakunpad aku bisa,"['draftanakunpad', 'aku', 'bisa']",['draftanakunpad'],draftanakunpad
@vodkissed Wannabe that UI(?) kid yg iup n daftar iisma digoreng krispi sama netizen tiktok,vodkissed Wannabe that UI kid yg iup n daftar iisma digoreng krispi sama netizen tiktok,vodkissed wannabe that ui kid yg iup n daftar iisma digoreng krispi sama netizen tiktok,"['vodkissed', 'wannabe', 'that', 'ui', 'kid', 'yg', 'iup', 'n', 'daftar', 'iisma', 'digoreng', 'krispi', 'sama', 'netizen', 'tiktok']","['vodkissed', 'wannabe', 'that', 'ui', 'kid', 'yg', 'iup', 'n', 'daftar', 'iisma', 'digoreng', 'krispi', 'netizen', 'tiktok']",vodkissed wannabe that ui kid yg iup n daftar iisma goreng krispi netizen tiktok
ikut iisma ga ya tahun depan,ikut iisma ga ya tahun depan,ikut iisma ga ya tahun depan,"['ikut', 'iisma', 'ga', 'ya', 'tahun', 'depan']","['iisma', 'ga', 'ya']",iisma ga ya
Sebanyak 2.277 mahasiswa telah dinyatakan lolos seleksi beasiswa Indonesian International Student Mobility Awards (IISMA) 2024. https://t.co/6pWkaCxxML,Sebanyak  mahasiswa telah dinyatakan lolos seleksi beasiswa Indonesian International Student Mobility Awards IISMA  ,sebanyak  mahasiswa telah dinyatakan lolos seleksi beasiswa indonesian international student mobility awards iisma  ,"['sebanyak', 'mahasiswa', 'telah', 'dinyatakan', 'lolos', 'seleksi', 'beasiswa', 'indonesian', 'international', 'student', 'mobility', 'awards', 'iisma']","['mahasiswa', 'dinyatakan', 'lolos', 'seleksi', 'beasiswa', 'indonesian', 'international', 'student', 'mobility', 'awards', 'iisma']",mahasiswa nyata lolos seleksi beasiswa indonesian international student mobility awards iisma
gaes mau nanya dong ada yg keterima iisma nggaa?? aku pengen tanyaa tanyaa soal iismaa :(,gaes mau nanya dong ada yg keterima iisma nggaa aku pengen tanyaa tanyaa soal iismaa ,gaes mau nanya dong ada yg keterima iisma nggaa aku pengen tanyaa tanyaa soal iismaa ,"['gaes', 'mau', 'nanya', 'dong', 'ada', 'yg', 'keterima', 'iisma', 'nggaa', 'aku', 'pengen', 'tanyaa', 'tanyaa', 'soal', 'iismaa']","['gaes', 'nanya', 'yg', 'keterima', 'iisma', 'nggaa', 'pengen', 'tanyaa', 'tanyaa', 'iismaa']",gaes nanya yg terima iisma nggaa ken tanyaa tanyaa iismaa
@lillthy_ Ada orgil ikut iisma huft,lillthy Ada orgil ikut iisma huft,lillthy ada orgil ikut iisma huft,"['lillthy', 'ada', 'orgil', 'ikut', 'iisma', 'huft']","['lillthy', 'orgil', 'iisma', 'huft']",lillthy orgil iisma huft
@adriiillll @pancake_dome @IISMAfess ehh aku udah ttd sendiri dan blm ke imigrasi... gimana ya,adriiillll pancakedome IISMAfess ehh aku udah ttd sendiri dan blm ke imigrasi gimana ya,adriiillll pancakedome iismafess ehh aku udah ttd sendiri dan blm ke imigrasi gimana ya,"['adriiillll', 'pancakedome', 'iismafess', 'ehh', 'aku', 'udah', 'ttd', 'sendiri', 'dan', 'blm', 'ke', 'imigrasi', 'gimana', 'ya']","['adriiillll', 'pancakedome', 'iismafess', 'ehh', 'udah', 'ttd', 'blm', 'imigrasi', 'gimana', 'ya']",adriiillll pancakedome iismafess ehh udah ttd blm imigrasi gimana ya
@IISMAfess carii yg kontrak 6 bulan ajaa kalo magang,IISMAfess carii yg kontrak  bulan ajaa kalo magang,iismafess carii yg kontrak  bulan ajaa kalo magang,"['iismafess', 'carii', 'yg', 'kontrak', 'bulan', 'ajaa', 'kalo', 'magang']","['iismafess', 'carii', 'yg', 'kontrak', 'ajaa', 'kalo', 'magang']",iismafess cari yg kontrak ajaa kalo magang
IISMA! ambil kerja sambil nunggu departure yay or nay?tapi resign pas mau berangkat.. aku departure september btw,IISMA ambil kerja sambil nunggu departure yay or naytapi resign pas mau berangkat aku departure september btw,iisma ambil kerja sambil nunggu departure yay or naytapi resign pas mau berangkat aku departure september btw,"['iisma', 'ambil', 'kerja', 'sambil', 'nunggu', 'departure', 'yay', 'or', 'naytapi', 'resign', 'pas', 'mau', 'berangkat', 'aku', 'departure', 'september', 'btw']","['iisma', 'ambil', 'kerja', 'nunggu', 'departure', 'yay', 'or', 'naytapi', 'resign', 'pas', 'berangkat', 'departure', 'september', 'btw']",iisma ambil kerja nunggu departure yay or naytapi resign pas berangkat departure september btw
Cocotmu njir ngerasa superior kh,Cocotmu njir ngerasa superior kh,cocotmu njir ngerasa superior kh,"['cocotmu', 'njir', 'ngerasa', 'superior', 'kh']","['cocotmu', 'njir', 'ngerasa', 'superior', 'kh']",cocotmu njir ngerasa superior kh
@curedmiyawaki Ohiya btup,curedmiyawaki Ohiya btup,curedmiyawaki ohiya btup,"['curedmiyawaki', 'ohiya', 'btup']","['curedmiyawaki', 'ohiya', 'btup']",curedmiyawaki ohiya btup
pesona cowo iisma https://t.co/Z3Lku3ez2x,pesona cowo iisma ,pesona cowo iisma ,"['pesona', 'cowo', 'iisma']","['pesona', 'cowo', 'iisma']",pesona cowo iisma
jgn dipelihara ya sakit hatinya,jgn dipelihara ya sakit hatinya,jgn dipelihara ya sakit hatinya,"['jgn', 'dipelihara', 'ya', 'sakit', 'hatinya']","['jgn', 'dipelihara', 'ya', 'sakit', 'hatinya']",jgn pelihara ya sakit hati
gue yakin Taneo gamau polah soalnya doi penerima iisma takut citranya jadi gabener wkwk,gue yakin Taneo gamau polah soalnya doi penerima iisma takut citranya jadi gabener wkwk,gue yakin taneo gamau polah soalnya doi penerima iisma takut citranya jadi gabener wkwk,"['gue', 'yakin', 'taneo', 'gamau', 'polah', 'soalnya', 'doi', 'penerima', 'iisma', 'takut', 'citranya', 'jadi', 'gabener', 'wkwk']","['gue', 'taneo', 'gamau', 'polah', 'doi', 'penerima', 'iisma', 'takut', 'citranya', 'gabener', 'wkwk']",gue taneo gamau polah doi terima iisma takut citra gabener wkwk
@milyztone waktunya sksd ke turah,milyztone waktunya sksd ke turah,milyztone waktunya sksd ke turah,"['milyztone', 'waktunya', 'sksd', 'ke', 'turah']","['milyztone', 'sksd', 'turah']",milyztone sksd turah
@minnie7xy wiih iisma ya ka,minniexy wiih iisma ya ka,minniexy wiih iisma ya ka,"['minniexy', 'wiih', 'iisma', 'ya', 'ka']","['minniexy', 'wiih', 'iisma', 'ya', 'ka']",minniexy wiih iisma ya ka
@milyztone online course dr mana wkwk. otw byelingual ,milyztone online course dr mana wkwk otw byelingual ,milyztone online course dr mana wkwk otw byelingual ,"['milyztone', 'online', 'course', 'dr', 'mana', 'wkwk', 'otw', 'byelingual']","['milyztone', 'online', 'course', 'dr', 'wkwk', 'otw', 'byelingual']",milyztone online course dr wkwk otw byelingual
Yet people here mocking them like theyre lower level than us padahal 11 12 mau pervertnya kek atau streetfoodnya juga jorok banyak lalat,Yet people here mocking them like theyre lower level than us padahal   mau pervertnya kek atau streetfoodnya juga jorok banyak lalat,yet people here mocking them like theyre lower level than us padahal   mau pervertnya kek atau streetfoodnya juga jorok banyak lalat,"['yet', 'people', 'here', 'mocking', 'them', 'like', 'theyre', 'lower', 'level', 'than', 'us', 'padahal', 'mau', 'pervertnya', 'kek', 'atau', 'streetfoodnya', 'juga', 'jorok', 'banyak', 'lalat']","['yet', 'people', 'here', 'mocking', 'them', 'like', 'theyre', 'lower', 'level', 'than', 'us', 'pervertnya', 'kek', 'streetfoodnya', 'jorok', 'lalat']",yet people here mocking them like theyre lower level than us pervertnya kek streetfoodnya jorok lalat
